"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Yep, this has got to be one of the lamest movies I've ever seen. It's utterly tasteless, has no style whatsoever, the story is so thin that you can watch television through it, and the whole film has so many holes you could drive an oil tanker through it.<br /><br />Sure, I appreciate a good B-movie as much as most male white homo sapiens do. But this has got to be the worst I've seen. In fact it's so B that it lacks everything that makes a B-movie interesting.<br /><br />The whole movie is based around such charming artefacts as the characters beating the crap out of each other, [[various]]","Yep, this has got to be one of the lamest movies I've ever seen. It's utterly tasteless, has no style whatsoever, the story is so thin that you can watch television through it, and the whole film has so many holes you could drive an oil tanker through it.<br /><br />Sure, I appreciate a good B-movie as much as most male white homo sapiens do. But this has got to be the worst I've seen. In fact it's so B that it lacks everything that makes a B-movie interesting.<br /><br />The whole movie is based around such charming artefacts as the characters beating the crap out of each other, [[vaDrious]]",0.0007666349411010742,0.0008325576782226562,0.0,0.0,0.0,1392.0,"Failed"
"A refreshing interview with the legendary Italian cinematographer-producer-director who passed away in 1999 with close to 200 features to his credit as director. A large portion is spent on D'Amato's softcore sex films including his notorious EMANUELLE entries with Laura Gemser. They also briefly cover his porn career, which kept him afloat during his last decade or so. More [[interesting]] to me is the section focusing on his horror and action efforts. D'Amato has plenty of great anecdotes about actors and his low budget film-making including a story about an assistant accidentally collecting real bones amid the fake ones while shooting in a 2,000-year-old catacomb. Other interviewees include George Eastman","A refreshing interview with the legendary Italian cinematographer-producer-director who passed away in 1999 with close to 200 features to his credit as director. A large portion is spent on D'Amato's softcore sex films including his notorious EMANUELLE entries with Laura Gemser. They also briefly cover his porn career, which kept him afloat during his last decade or so. More [[ineresting]] to me is the section focusing on his horror and action efforts. D'Amato has plenty of great anecdotes about actors and his low budget film-making including a story about an assistant accidentally collecting real bones amid the fake ones while shooting in a 2,000-year-old catacomb. Other interviewees include George Eastman",0.0006827116012573242,0.9769278168678284,1.0,0.0,1.0,2529.0,"Successful"
"I have watched this movie at least ten times. I do not agree with the previous comments. This is a tongue in cheek movie and some of the acting is meant to be stilted. Men like Paul Cowley are few and far between, women like Linda, unfortunately, are a dime a dozen. The sad thing here is that although similiar relationships like this rarely lead to murder and frame ups, it is an all to familiar scenario. Boy worships girl, girl doesn't know he exists, they grow up, man sees woman he fantasized about down and out and rescues her. Bottom line, she never did love him-he came along at","I have watched this movie at least ten times. I do not agree with the previous comments. This is a tongue in cheek movie and some of the acting is meant to be stilted. Men like Paul Cowley are few and far between, women like Linda, unfortunately, are a dime a dozen. The sad thing here is that although similiar relationships like this rarely lead to murder and frame ups, it is an all to familiar scenario. Boy worships girl, girl doesn't know he exists, they grow up, man sees woman he fantasized about down and out and rescues her. Bottom line, she never did love him-he came along at",0.9963243007659912,0.9963243007659912,0.0,0.0,1.0,1.0,"Skipped"
"Having read the books and seen the 1982 Anthony Andrews/Jane<br /><br />Seymour version, I have to say that this is not [[good]] at all.<br /><br />According to the books, Percy is supposed to be a seemingly<br /><br />foppish aristocrat when he's being Percy, and witty and clever<br /><br />when he's being the Pimpernel, but here he just looks bored as<br /><br />Percy and mean as the Pimpernel. Marguerite is supposed to be<br /><br />the most beautiful woman in Europe, not a tired and frumpy-looking matron (she looks middle-aged, probably due to<br /><br />bad make-up). Richard E. Grant has done much better things, and<br /><br />Elizabeth McGovern's acting is uninspired and","Having read the books and seen the 1982 Anthony Andrews/Jane<br /><br />Seymour version, I have to say that this is not [[grood]] at all.<br /><br />According to the books, Percy is supposed to be a seemingly<br /><br />foppish aristocrat when he's being Percy, and witty and clever<br /><br />when he's being the Pimpernel, but here he just looks bored as<br /><br />Percy and mean as the Pimpernel. Marguerite is supposed to be<br /><br />the most beautiful woman in Europe, not a tired and frumpy-looking matron (she looks middle-aged, probably due to<br /><br />bad make-up). Richard E. Grant has done much better things, and<br /><br />Elizabeth McGovern's acting is uninspired and",0.0011419057846069336,0.016771793365478516,0.0,0.0,0.0,1667.0,"Failed"
"6 out of the 8 comments on this subject rated this film as worth watching, so let me redress the balance.<br /><br />If this is the best that British Independent film makers have to offer then they need to pack away their cameras right now and find jobs in another industry. Unfortunately for me that was 82 minutes I'll never see again and hopefully I'll save some of you from wasting 82 minutes of your own. <br /><br />Whilst the idea behind the film is interesting, it is not developed enough to keep the viewer attached. The student [[characters]] are bland and uninteresting and quite frankly you won't care about","6 out of the 8 comments on this subject rated this film as worth watching, so let me redress the balance.<br /><br />If this is the best that British Independent film makers have to offer then they need to pack away their cameras right now and find jobs in another industry. Unfortunately for me that was 82 minutes I'll never see again and hopefully I'll save some of you from wasting 82 minutes of your own. <br /><br />Whilst the idea behind the film is interesting, it is not developed enough to keep the viewer attached. The student [[characetrs]] are bland and uninteresting and quite frankly you won't care about",0.0012390613555908203,0.0017513036727905273,0.0,0.0,0.0,1613.0,"Failed"
"Made the same year as the first Lumiere films, this is a much more dramatic short than the brothers attempted until the following year's 'Niagara'. The surviving print is very rough, but this only adds to the Turneresque visual violence, as huge surges of water dash against a stolid pier, and seem ready to engulf the camera, the viewer.<br /><br />If you watch a number of these early [[shorts]] in chronological order, and try to get into the mindset of the times, there is a further shock in that, unlike the single frame set-ups of the Lumieres, this film features an edit, which for me at any rate, was as","Made the same year as the first Lumiere films, this is a much more dramatic short than the brothers attempted until the following year's 'Niagara'. The surviving print is very rough, but this only adds to the Turneresque visual violence, as huge surges of water dash against a stolid pier, and seem ready to engulf the camera, the viewer.<br /><br />If you watch a number of these early [[shorhs]] in chronological order, and try to get into the mindset of the times, there is a further shock in that, unlike the single frame set-ups of the Lumieres, this film features an edit, which for me at any rate, was as",0.010812580585479736,0.3658342957496643,1.0,1.0,1.0,1492.0,"Failed"
"I was actually planning to see this movie when I noticed it in my TV guide but after about 5 minutes decided time is definitely more precious than ""Who's That Girl"" could ever be worth. Describing how bad Madonna's acting looks like is impossible and the end result is one of the most annoying characters ever captured on film. This crap is an insult to movies and intellect. I almost never! rate a movie I don't see from start to finish, but in this [[case]] the former is impossible. 2/10","I was actually planning to see this movie when I noticed it in my TV guide but after about 5 minutes decided time is definitely more precious than ""Who's That Girl"" could ever be worth. Describing how bad Madonna's acting looks like is impossible and the end result is one of the most annoying characters ever captured on film. This crap is an insult to movies and intellect. I almost never! rate a movie I don't see from start to finish, but in this [[cade]] the former is impossible. 2/10",0.0008498430252075195,0.001009523868560791,0.0,0.0,0.0,1299.0,"Failed"
"When Exploiters become evangelist, they still exploit in the name of poverty! <br /><br />My first reaction after seeing the movie is  God Bless me that I am not eating fish or any non-vegetarian products! <br /><br />The documentary is about Lake Victoria of Tanzania where numerous varieties of lovely fishes used to live, and one day during 1960s somebody came and injected the mighty fish Perch, who became the exportable commodity for Tanzania to European and Japanese markets. The consequences were severe  firstly all local small and big fish were extinct; secondly the plane that came to take the fish could not travel empty because it does","When Exploiters become evangelist, they still exploit in the name of poverty! <br /><br />My first reaction after seeing the movie is  God Bless me that I am not eating fish or any non-vegetarian products! <br /><br />The documentary is about Lake Victoria of Tanzania where numerous varieties of lovely fishes used to live, and one day during 1960s somebody came and injected the mighty fish Perch, who became the exportable commodity for Tanzania to European and Japanese markets. The consequences were severe  firstly all local small and big fish were extinct; secondly the plane that came to take the fish could not travel empty because it does",0.9930022954940796,0.9930022954940796,1.0,1.0,0.0,1.0,"Skipped"
"Very [[good]] political thriller regarding the aftermath of terrorism and the using of political torture to obtain one's objectives in flushing out the terrorists.<br /><br />The story is interwoven where two families are adversely affected by the terrorist events.<br /><br />This is one of Meryl Streep's best roles in years. She plays a cold, calculating, cunning director of the CIA who allows these things to go on. She is out of the George Bush-Dick Cheney school of handling the war on terrorism. Had her part been expanded, Miss Streep certainly would have been up for an award at Oscar time.<br /><br />Jake Gyllenhaal is our hero. A CIA agent who","Very [[glod]] political thriller regarding the aftermath of terrorism and the using of political torture to obtain one's objectives in flushing out the terrorists.<br /><br />The story is interwoven where two families are adversely affected by the terrorist events.<br /><br />This is one of Meryl Streep's best roles in years. She plays a cold, calculating, cunning director of the CIA who allows these things to go on. She is out of the George Bush-Dick Cheney school of handling the war on terrorism. Had her part been expanded, Miss Streep certainly would have been up for an award at Oscar time.<br /><br />Jake Gyllenhaal is our hero. A CIA agent who",0.000603795051574707,0.0016440749168395996,1.0,1.0,1.0,1917.0,"Failed"
"I hadn't planned on seeing this movie, however I wasn't disappointed when a friend dragged me along. Although there are no real surprises here, the guys do reasonably well with their obviously modest budget.<br /><br />If you've seen the trailer you probably know what to expect from this type of movie and there's a pretty constant stream of jokes here, with a couple of classic moments, with the highpoint probably being an excellent flashback to what the guys were like in the 1980's. Also, I've read elsewhere that the ending was a disappointment, but I found it refreshingly [[different]] from what I had expected from this genre.<br /><br />Overall, this","I hadn't planned on seeing this movie, however I wasn't disappointed when a friend dragged me along. Although there are no real surprises here, the guys do reasonably well with their obviously modest budget.<br /><br />If you've seen the trailer you probably know what to expect from this type of movie and there's a pretty constant stream of jokes here, with a couple of classic moments, with the highpoint probably being an excellent flashback to what the guys were like in the 1980's. Also, I've read elsewhere that the ending was a disappointment, but I found it refreshingly [[difeerent]] from what I had expected from this genre.<br /><br />Overall, this",0.0005325675010681152,0.0014191865921020508,1.0,1.0,1.0,1764.0,"Failed"
"I would have given this film a one star vote had it not been for the laughs I got out of it. Some of the dialogs were just plain so [[lame]] that they make you laugh!! How could some one have actually talked like this. Not to mention the fact that the bodyguard Majors (Antonio Sabato Jr.) flew a 747 like a pro and Michael Pare's team of whiners were able to dig a trench filled with gasoline and blow up a huge boulder in the nick of time. Did anyone notice the lame tribute to ""Fantasy Island"" with the guy saying ""Boss, the plane!!"" to Michael Pare just as","I would have given this film a one star vote had it not been for the laughs I got out of it. Some of the dialogs were just plain so [[lae]] that they make you laugh!! How could some one have actually talked like this. Not to mention the fact that the bodyguard Majors (Antonio Sabato Jr.) flew a 747 like a pro and Michael Pare's team of whiners were able to dig a trench filled with gasoline and blow up a huge boulder in the nick of time. Did anyone notice the lame tribute to ""Fantasy Island"" with the guy saying ""Boss, the plane!!"" to Michael Pare just as",0.0054094791412353516,0.3639167547225952,0.0,0.0,0.0,1229.0,"Failed"
"The Foreigner is a straight-to-video Steven Seagal film that was originally intended to be released as a theatrical feature in March, 2003, an intention which was reportedly reversed when Seagal's prior film (Half Past Dead) tanked at the box office. According to some reports, the film had a lavish $20 million budget, including location shoots in Warsaw and Paris, and was completed as part of the studio's obligation to a two-picture deal which was negotiated after the relative success of Exit Wounds seemed to indicate that Seagal still had a solid following.<br /><br />Despite the size of their investment, Sony Screen Gems probably made the right move in shelving this","The Foreigner is a straight-to-video Steven Seagal film that was originally intended to be released as a theatrical feature in March, 2003, an intention which was reportedly reversed when Seagal's prior film (Half Past Dead) tanked at the box office. According to some reports, the film had a lavish $20 million budget, including location shoots in Warsaw and Paris, and was completed as part of the studio's obligation to a two-picture deal which was negotiated after the relative success of Exit Wounds seemed to indicate that Seagal still had a solid following.<br /><br />Despite the size of their investment, Sony Screen Gems probably made the right move in shelving this",0.8262783288955688,0.8262783288955688,1.0,1.0,0.0,1.0,"Skipped"
"The ""Hunting Trilogy"" of Rabbit Fire (1951), Rabbit Seasoning (1952), and Duck! Rabbit! Duck! (1953) should be considered the comedic high water mark of the Chuck Jones-Michael Maltese collaboration. While they are seldom mentioned in lists of the ""greatest"" or ""most important"" cartoons in the history of animation, they are certainly THE [[FUNNIEST]] cartoons I've ever seen. Michael Maltese never got the credit that directors like Jones, Freleng or Avery got, but it's his dialogue and situations that make Warner Bros. cartoons, and these three in particular, some of the FUNNIEST ever made.","The ""Hunting Trilogy"" of Rabbit Fire (1951), Rabbit Seasoning (1952), and Duck! Rabbit! Duck! (1953) should be considered the comedic high water mark of the Chuck Jones-Michael Maltese collaboration. While they are seldom mentioned in lists of the ""greatest"" or ""most important"" cartoons in the history of animation, they are certainly THE [[FKNNIEST]] cartoons I've ever seen. Michael Maltese never got the credit that directors like Jones, Freleng or Avery got, but it's his dialogue and situations that make Warner Bros. cartoons, and these three in particular, some of the FUNNIEST ever made.",0.0006749629974365234,0.0019355416297912598,1.0,1.0,1.0,1846.0,"Failed"
"This movie was one of the [[best]] I have ever seen. Just the other day I was reminded of this movie by something on TV. It came back to me like a dam flooding over. I have never been more touched by a movie than by this one. After the movie was over I actually could not quit crying for about 2 hours. No movie has ever moved me that way before. I was 15 at the time of the movie and have not seen it since but am hoping I can find a copy to buy so that I can watch it whenever I want to. If someone suggests","This movie was one of the [[bst]] I have ever seen. Just the other day I was reminded of this movie by something on TV. It came back to me like a dam flooding over. I have never been more touched by a movie than by this one. After the movie was over I actually could not quit crying for about 2 hours. No movie has ever moved me that way before. I was 15 at the time of the movie and have not seen it since but am hoping I can find a copy to buy so that I can watch it whenever I want to. If someone suggests",0.003648519515991211,0.006469786167144775,1.0,1.0,1.0,907.0,"Failed"
"This is an [[excellent]], little known movie. Tom Selleck does an outstanding job of acting in this movie, with the Japanese 'Clint Eastwood'. I'd love to see if this movie has come out on DVD yet, there are some spots that clearly have been cut. Hiroku (Tom's love interest) has clearly had some parts chopped. It would be interesting to see more of Japan in the film. The baseball sequences are far and away the most realistic of any baseball movie, I'm quite sure most of the actors were current or former baseball players. I love loading the tape of this movie at least once a year. Best scenes involve","This is an [[exceilent]], little known movie. Tom Selleck does an outstanding job of acting in this movie, with the Japanese 'Clint Eastwood'. I'd love to see if this movie has come out on DVD yet, there are some spots that clearly have been cut. Hiroku (Tom's love interest) has clearly had some parts chopped. It would be interesting to see more of Japan in the film. The baseball sequences are far and away the most realistic of any baseball movie, I'm quite sure most of the actors were current or former baseball players. I love loading the tape of this movie at least once a year. Best scenes involve",0.001958012580871582,0.9919400215148926,1.0,0.0,1.0,1499.0,"Successful"
"ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie [[tries]] really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother.","ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie tries really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother. ultra cheezy soundtrack. vinnie [[trues]] really hard. very tiring script that flashes between past and present. cheap editing... saw the boom twice. don't bother.",0.010578453540802002,0.3618677854537964,0.0,0.0,0.0,1965.0,"Failed"
"I really [[enjoyed]] this movie. During the movie, I felt that I wanted Pelagia and Captain Corelli to get together. I heard myself screaming: Come on, kiss her! The movie has a happy ending. Good movie to watch in the evening when you want to chill.","I really [[ejnoyed]] this movie. During the movie, I felt that I wanted Pelagia and Captain Corelli to get together. I heard myself screaming: Come on, kiss her! The movie has a happy ending. Good movie to watch in the evening when you want to chill.",0.0017535686492919922,0.037887394428253174,1.0,1.0,1.0,641.0,"Failed"
"This movie is pretty good as it is, but the unreleased Producer's Cut is my [[favorite]] movie in the series after the original. Jamie's story is handled differently, the death scenes are done 10 times better, there's more footage of ritual type stuff giving more story about Micheal, Jamie and her baby. There is also an alternate ending which is also better. Why they didn't release this version instead I have no damned clue. If you can find this version, see it.","This movie is pretty good as it is, but the unreleased Producer's Cut is my [[favroite]] movie in the series after the original. Jamie's story is handled differently, the death scenes are done 10 times better, there's more footage of ritual type stuff giving more story about Micheal, Jamie and her baby. There is also an alternate ending which is also better. Why they didn't release this version instead I have no damned clue. If you can find this version, see it.",0.0006404519081115723,0.0032349824905395508,1.0,1.0,1.0,1277.0,"Failed"
"I really [[loved]] this movie and have spent several years trying to get it. It is just not available and it has not been on TV for many many years. I enjoyed it and the songs because it had something different to say and made you think how every person looks at something from different prespectives. Also we often don't appreciate something we have till it is no longer there.<br /><br />My 12 year old daughter just discoverd the music and is entranced with some of the songs. Someday I hope to get a copy of the film so she can have an opportunity to view it. (Oh would I","I really [[lofed]] this movie and have spent several years trying to get it. It is just not available and it has not been on TV for many many years. I enjoyed it and the songs because it had something different to say and made you think how every person looks at something from different prespectives. Also we often don't appreciate something we have till it is no longer there.<br /><br />My 12 year old daughter just discoverd the music and is entranced with some of the songs. Someday I hope to get a copy of the film so she can have an opportunity to view it. (Oh would I",0.002695322036743164,0.005120396614074707,1.0,1.0,1.0,1337.0,"Failed"
"I was fairly lost throughout most of this film, and I am the one who usually understands the works of such enigmatic cinema greats as David Lynch (Twin Peaks: Fire Walk With Me) and Darren Aronofsky (Pi). Not to say that Northfork doesn't make sense on some level, it just doesn't combine to form a wholly coherent film. As time passes from watching the film, its themes and intentions become clearer, but during my initial viewing, I was really confounded, and I find that this is the major fault of the film...its lack of [[direction]]. The plot centers on the town of Northfork, Montana in the year 1955. The town","I was fairly lost throughout most of this film, and I am the one who usually understands the works of such enigmatic cinema greats as David Lynch (Twin Peaks: Fire Walk With Me) and Darren Aronofsky (Pi). Not to say that Northfork doesn't make sense on some level, it just doesn't combine to form a wholly coherent film. As time passes from watching the film, its themes and intentions become clearer, but during my initial viewing, I was really confounded, and I find that this is the major fault of the film...its lack of [[direcrion]]. The plot centers on the town of Northfork, Montana in the year 1955. The town",0.00163346529006958,0.039318084716796875,0.0,0.0,0.0,1605.0,"Failed"
"Well, I have to admit that this movie brought some occasional laughs to my face. OK, but that does not make it a [[good]] movie. Most of the characters are terrible stereotypes and truly unconvincing. Not all of them give great acting performances, but some really try, but fail because their characters are badly written. The perfect example is Julia Koschitz: She changes her eating habits from one talk to the other, on one talk she does not drink alcohol on the next she is allergic to champagne, she feels too beautiful for most people (in fact she is) but still ends up with the ""perfect"" fit concerning the looks,","Well, I have to admit that this movie brought some occasional laughs to my face. OK, but that does not make it a [[gold]] movie. Most of the characters are terrible stereotypes and truly unconvincing. Not all of them give great acting performances, but some really try, but fail because their characters are badly written. The perfect example is Julia Koschitz: She changes her eating habits from one talk to the other, on one talk she does not drink alcohol on the next she is allergic to champagne, she feels too beautiful for most people (in fact she is) but still ends up with the ""perfect"" fit concerning the looks,",0.0015406608581542969,0.0044907331466674805,0.0,0.0,0.0,1566.0,"Failed"
"I was really surprised when I came across this movie on cable TV a couple of years ago. The story is a wonderful example of how our land keeps changing and the fight to hang on to it and use it according to need. Conflicting desires of ""the people"" and the Government. The actors were fantastic in their portrayals and I absolutely fell in love with Tantoo Cardinal-she is so believable and was such a character in this movie, as was Rip Torn. The story was also a love story about the land, the past, and between the 2 main characters. I have tried to buy this [[film]] and have","I was really surprised when I came across this movie on cable TV a couple of years ago. The story is a wonderful example of how our land keeps changing and the fight to hang on to it and use it according to need. Conflicting desires of ""the people"" and the Government. The actors were fantastic in their portrayals and I absolutely fell in love with Tantoo Cardinal-she is so believable and was such a character in this movie, as was Rip Torn. The story was also a love story about the land, the past, and between the 2 main characters. I have tried to buy this [[flim]] and have",0.0005694031715393066,0.007962584495544434,1.0,1.0,1.0,1417.0,"Failed"
