"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Want a great recipe for failure? Take a crappy, leftist political plot, add in some weak & completely undeveloped characters and then throw in the worst sequences a movie has ever known. Let stew for a week (the amount of time probably spent making this trash).<br /><br />The result is 'Steal This Movie,' a cinematic experience that [[takes]] bad movies to dangerous and exotically low places never before conceived.<br /><br />This movie utterly blew chunks at my face for its entire run time. Words cannot convey how painful it was to watch. This is not one of those bad movies that you and your friends can sit around and make","Want a great recipe for failure? Take a crappy, leftist political plot, add in some weak & completely undeveloped characters and then throw in the worst sequences a movie has ever known. Let stew for a week (the amount of time probably spent making this trash).<br /><br />The result is 'Steal This Movie,' a cinematic experience that [[tames]] bad movies to dangerous and exotically low places never before conceived.<br /><br />This movie utterly blew chunks at my face for its entire run time. Words cannot convey how painful it was to watch. This is not one of those bad movies that you and your friends can sit around and make",0.0008718371391296387,0.0014781355857849121,0.0,0.0,0.0,1708.0,"Failed"
"If you are going to make a movie from any book, be sure that the characters are consistant with that book. This movie not only defied the Biblical story that has been told for thousands upon thousands of years to children one way or another, but it clearly took liberties that no [[adaptation]] would probably ever try. At least the Lord of the Rings is close enough to the books that people understand the story more if they read the books than this ""Noah's Ark"" tried to.","If you are going to make a movie from any book, be sure that the characters are consistant with that book. This movie not only defied the Biblical story that has been told for thousands upon thousands of years to children one way or another, but it clearly took liberties that no [[adwptation]] would probably ever try. At least the Lord of the Rings is close enough to the books that people understand the story more if they read the books than this ""Noah's Ark"" tried to.",0.3286139965057373,0.9961910247802734,0.0,1.0,0.0,1191.0,"Successful"
"Yikes! and we all thought Joan Crawford was THE horror Mommy Dearest...well Laura Hope Crewes as Mom in this stinging 4 character film delivers (and cops) the goods in this cracker of a marital Mommy mangle.....THE SILVER CORD is a [[genuinely]] sensational pre code drama from RKO made in 1932 released in '33 from a 1929 play. So astonishing, frank and honest is each startling verbal exchange between one son's wife (IreneDunne) along with the other's fiancé as these two younger girls together go to war - gleefully angrily unwrapping the clearly incestuous hankerings of Mom towards her hunky eldest son played by virile Joel MacCrea and her younger 'beau'/son","Yikes! and we all thought Joan Crawford was THE horror Mommy Dearest...well Laura Hope Crewes as Mom in this stinging 4 character film delivers (and cops) the goods in this cracker of a marital Mommy mangle.....THE SILVER CORD is a [[gneuinely]] sensational pre code drama from RKO made in 1932 released in '33 from a 1929 play. So astonishing, frank and honest is each startling verbal exchange between one son's wife (IreneDunne) along with the other's fiancé as these two younger girls together go to war - gleefully angrily unwrapping the clearly incestuous hankerings of Mom towards her hunky eldest son played by virile Joel MacCrea and her younger 'beau'/son",0.0016961097717285156,0.00471872091293335,1.0,1.0,1.0,2026.0,"Failed"
"Heya Denver fans! The animation is a cartoon's classic & one of my favorite too (and yes, it was broadcast in Europe as well. Including my tiny central-European country, Slovenia! =:) Oh, how I miss the 80's cartoons!! Honestly, they were way better than today's children shows. More imaginative, creative, full of fun with good morals, more [[substance]], great storyline and excellent character voices. Computer animated shows of today lack all of these features. So all of you, who agree and want to bring back all the shows so that the kids of today's generation would see the entertainment that these cartoons brought to us, please log on the side","Heya Denver fans! The animation is a cartoon's classic & one of my favorite too (and yes, it was broadcast in Europe as well. Including my tiny central-European country, Slovenia! =:) Oh, how I miss the 80's cartoons!! Honestly, they were way better than today's children shows. More imaginative, creative, full of fun with good morals, more [[substrance]], great storyline and excellent character voices. Computer animated shows of today lack all of these features. So all of you, who agree and want to bring back all the shows so that the kids of today's generation would see the entertainment that these cartoons brought to us, please log on the side",0.0005782842636108398,0.0009551644325256348,1.0,1.0,1.0,1920.0,"Failed"
"Terry Cunningham directs this Sci-Fi Network original. All is not well in Washington state and Oregon; volcanic eruptions and earthquakes threaten to drop most of the Pacific Rim in the ocean. Trying to keep the world from plunging in ecological havoc, a crack team of scientists led by Dr. Jake Rollins(Luke Perry)take a massive earth drilling vehicle called ""The Mole"" to chew its way to the Earth's fiery core to avert impending doom. Technical dialog doesn't really help or speed this movie along. The [[acting]] is lame, but then Perry has always been laid back. You can only blame him for taking part. Others in the cast: Michael Dorn, Adam","Terry Cunningham directs this Sci-Fi Network original. All is not well in Washington state and Oregon; volcanic eruptions and earthquakes threaten to drop most of the Pacific Rim in the ocean. Trying to keep the world from plunging in ecological havoc, a crack team of scientists led by Dr. Jake Rollins(Luke Perry)take a massive earth drilling vehicle called ""The Mole"" to chew its way to the Earth's fiery core to avert impending doom. Technical dialog doesn't really help or speed this movie along. The [[axting]] is lame, but then Perry has always been laid back. You can only blame him for taking part. Others in the cast: Michael Dorn, Adam",0.0015832185745239258,0.003937423229217529,0.0,0.0,0.0,1903.0,"Failed"
"It happens often, while growing up, a Hollywood movie impresses a youth. It not only lasts a lifetime, but inspire him to study ancient cultures as a career. Such was the case, with the 1954 film entitled ""The Egyptian."" Audience were awed with the sets, costumes and great acting of this film, so much so, other films soon followed in like vain. This is the story of a young Egyptian boy who was left parent less soon after he was born. With such a [[dubious]] beginning, it is not hard to wonder why he will spend his life, asking questions. The boy Sinuhe, (Sin-oh-way) which means, 'He that is alone'(Edmund","It happens often, while growing up, a Hollywood movie impresses a youth. It not only lasts a lifetime, but inspire him to study ancient cultures as a career. Such was the case, with the 1954 film entitled ""The Egyptian."" Audience were awed with the sets, costumes and great acting of this film, so much so, other films soon followed in like vain. This is the story of a young Egyptian boy who was left parent less soon after he was born. With such a [[duious]] beginning, it is not hard to wonder why he will spend his life, asking questions. The boy Sinuhe, (Sin-oh-way) which means, 'He that is alone'(Edmund",0.006112158298492432,0.9092580676078796,1.0,0.0,1.0,1560.0,"Successful"
"This is not a [[good]] movie. It is a tried remake of the English movie 'The Hitch'. But it insults the original one. This is hardly a movie you expect from a veteran director like 'David Dhawan' who is credited to directing good movies like ""Raja Babu"", ""Coolie No.1"", ""Hero No. 1""...<br /><br />The main theme for this movie is taken from ""The Hitch"" with some changes so as to appeal to the Indian audience but somehow the story and the screenplay is not convincing enough. Plus the acting from the lead roles i.e. Salman Khan and Govinda is pitiful. It seems that they need the slightest provocation to remove","This is not a [[gold]] movie. It is a tried remake of the English movie 'The Hitch'. But it insults the original one. This is hardly a movie you expect from a veteran director like 'David Dhawan' who is credited to directing good movies like ""Raja Babu"", ""Coolie No.1"", ""Hero No. 1""...<br /><br />The main theme for this movie is taken from ""The Hitch"" with some changes so as to appeal to the Indian audience but somehow the story and the screenplay is not convincing enough. Plus the acting from the lead roles i.e. Salman Khan and Govinda is pitiful. It seems that they need the slightest provocation to remove",0.0008636116981506348,0.001231372356414795,0.0,0.0,0.0,1611.0,"Failed"
"Okay...so I am gazing through my Mom and Dad's extensive DVD collection (mostly because they don't charge late fees;-)) and I come upon ""A Thousand Acres."" I was stunned that here was a movie that had Jessica Lange AND Michelle Pfeiffer (with a small appearance by Jennifer Jason Leigh) that I had not seen. I don't think I had ever even heard of it before. Well, this is exactly the kind of [[find]] that I dream about since I have to admit that my parents raised two movie buffs in my brother and me. With a few exceptions (Neither of us can even get them to consider watching the Lord","Okay...so I am gazing through my Mom and Dad's extensive DVD collection (mostly because they don't charge late fees;-)) and I come upon ""A Thousand Acres."" I was stunned that here was a movie that had Jessica Lange AND Michelle Pfeiffer (with a small appearance by Jennifer Jason Leigh) that I had not seen. I don't think I had ever even heard of it before. Well, this is exactly the kind of [[flnd]] that I dream about since I have to admit that my parents raised two movie buffs in my brother and me. With a few exceptions (Neither of us can even get them to consider watching the Lord",0.0017052292823791504,0.9983088970184326,1.0,0.0,1.0,1371.0,"Successful"
"There have been some harsh criticisms of Comanche Moon on IMDb. I think this is for three reasons. First, purists are disappointed that the mini-series is not exactly like the book. Second, it's not as good as the original Lonesome Dove. Finally, people like to complain on IMDb and the greatest films in the world will have bad comments.<br /><br />I would like to say that no movie is going to be as good as the book. That's just the way it is. Lonesome Dove wasn't as good as the [[novel]] it was based on. Additionally, the movie of Lonesome Dove had some things left out ans switched around. That's","There have been some harsh criticisms of Comanche Moon on IMDb. I think this is for three reasons. First, purists are disappointed that the mini-series is not exactly like the book. Second, it's not as good as the original Lonesome Dove. Finally, people like to complain on IMDb and the greatest films in the world will have bad comments.<br /><br />I would like to say that no movie is going to be as good as the book. That's just the way it is. Lonesome Dove wasn't as good as the [[nivel]] it was based on. Additionally, the movie of Lonesome Dove had some things left out ans switched around. That's",0.398084819316864,0.9361871480941772,1.0,0.0,1.0,1494.0,"Successful"
"Beware My Lovely [[originated]] from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. <br /><br />The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference. Dinelli","Beware My Lovely [[orginated]] from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. <br /><br />The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference. Dinelli",0.01976776123046875,0.7166646718978882,1.0,0.0,1.0,1987.0,"Successful"
"From all the bad comments about this movie and add them up I feel the same way. It may look like the Australians are weaklings instead they were brave soldiers. In this film it was very terrible and too [[graphic]]. I didn't see enough heroism just more cowardice which is ashame because its nothing from what I read. We don't need the extremity of violence like that we can use our vivid imagination of what they went through. It's like saving private ryan where the nazi is pushing his knife slowly in the soldier. For example Mel Gibson is a over extreme director for his movies not because of the","From all the bad comments about this movie and add them up I feel the same way. It may look like the Australians are weaklings instead they were brave soldiers. In this film it was very terrible and too [[grapic]]. I didn't see enough heroism just more cowardice which is ashame because its nothing from what I read. We don't need the extremity of violence like that we can use our vivid imagination of what they went through. It's like saving private ryan where the nazi is pushing his knife slowly in the soldier. For example Mel Gibson is a over extreme director for his movies not because of the",0.0011951923370361328,0.002501547336578369,0.0,0.0,0.0,1315.0,"Failed"
"This movie used to be played constantly on the Disney Channel when I was a bit younger, and I really remember liking it. However, I didn't have great taste back then (not to say that I do now) so I can't vouch for my nine-year-old self too well. The movie was probably a 7/10 but it had some good music so I gave it an extra point. Yeah, [[worth]] watching. I know that some fans of this movie are wondering what a certain song is - the one that appears when she is in the car crash. The song is ""Play a Love Song"" by the Jaguars and it is","This movie used to be played constantly on the Disney Channel when I was a bit younger, and I really remember liking it. However, I didn't have great taste back then (not to say that I do now) so I can't vouch for my nine-year-old self too well. The movie was probably a 7/10 but it had some good music so I gave it an extra point. Yeah, [[wogth]] watching. I know that some fans of this movie are wondering what a certain song is - the one that appears when she is in the car crash. The song is ""Play a Love Song"" by the Jaguars and it is",0.0016821622848510742,0.029204368591308594,1.0,1.0,1.0,1139.0,"Failed"
"The joy and tragedy of the Christmas Season lies in the fact that it mostly revolves around family. That is why some people call it ""the children's holiday."" As we age, natural attrition and progress removes the people and the things that gave us our special memories. John Denver, in one of his [[sweetest]] roles, plays George Billings, a successful NYC architect and new widower who lost his wife about a year earlier. His life is focused around his 9 year old daughter, Alex; both are still grieving their loss. George is trying his best to make this a special Christmas for his daughter. Enter his boss, Thomas Renfield (roguishly","The joy and tragedy of the Christmas Season lies in the fact that it mostly revolves around family. That is why some people call it ""the children's holiday."" As we age, natural attrition and progress removes the people and the things that gave us our special memories. John Denver, in one of his [[sqeetest]] roles, plays George Billings, a successful NYC architect and new widower who lost his wife about a year earlier. His life is focused around his 9 year old daughter, Alex; both are still grieving their loss. George is trying his best to make this a special Christmas for his daughter. Enter his boss, Thomas Renfield (roguishly",0.003070652484893799,0.03727179765701294,1.0,1.0,1.0,1893.0,"Failed"
"I caught this movie right in my eye when I was passing by a hall of posters in the nearby cinema. The tag line was sort of confusing and immediately after reading it, I thought of the possibility of it being similar to National Lampoon's Dorm Daze. I liked that movie, aside from having a huge collection of such genres, I decided to hit it to the cinemas right after my exams for a tension releaser.<br /><br />Delightfully, I came out smiling from cheek to cheek and had an equally great amount of laughter at bits and points of the movie. Amanda Bynes definitely kicked it off better than [[Keira]]","I caught this movie right in my eye when I was passing by a hall of posters in the nearby cinema. The tag line was sort of confusing and immediately after reading it, I thought of the possibility of it being similar to National Lampoon's Dorm Daze. I liked that movie, aside from having a huge collection of such genres, I decided to hit it to the cinemas right after my exams for a tension releaser.<br /><br />Delightfully, I came out smiling from cheek to cheek and had an equally great amount of laughter at bits and points of the movie. Amanda Bynes definitely kicked it off better than [[Keeira]]",0.0008056759834289551,0.002566039562225342,1.0,1.0,1.0,1644.0,"Failed"
"Follow-up to 1965's ""My Name Is Barbra"", and shot in brilliant color, ""Color Me Barbra"" has La Streisand alternating nostalgia, clowning comedy, feminine romantic angst, and beguiling seriousness for a [[crazy-quilt]] hour of show-biz razzle dazzle. She's a cut-up and a femme fatale, a sprite and an enigma. With her Egyptian eye make-up and ever-changing hairstyles, she's also a chameleon. Her voice is rich and moving, even if a few of her songs are not (""One Kiss"", ""Yesterdays""). The circus sequence isn't as intriguing as the museum trip (with the conceit of Barbra becoming the images in the paintings, an idea which works better than you may think). The circus-medley","Follow-up to 1965's ""My Name Is Barbra"", and shot in brilliant color, ""Color Me Barbra"" has La Streisand alternating nostalgia, clowning comedy, feminine romantic angst, and beguiling seriousness for a [[crazy-quit]] hour of show-biz razzle dazzle. She's a cut-up and a femme fatale, a sprite and an enigma. With her Egyptian eye make-up and ever-changing hairstyles, she's also a chameleon. Her voice is rich and moving, even if a few of her songs are not (""One Kiss"", ""Yesterdays""). The circus sequence isn't as intriguing as the museum trip (with the conceit of Barbra becoming the images in the paintings, an idea which works better than you may think). The circus-medley",0.007362008094787598,0.05291622877120972,1.0,1.0,1.0,2093.0,"Failed"
"Horses on Mars is an engaging animated short that takes a sometimes comical look at the process of evolution through the eyes of those yet to evolve. The story is personal, and at times sentimental, and is supported by strong digital animation and narration that involves the viewer in this science fiction [[story]]. I was fortunate enough to view this short in widescreen format at the 2002 Sundance Film Festival, and must suppose that when transferred to the small screen, it will lose some of its ability to draw the reader into the no less thoughtful story and stunning graphics.","Horses on Mars is an engaging animated short that takes a sometimes comical look at the process of evolution through the eyes of those yet to evolve. The story is personal, and at times sentimental, and is supported by strong digital animation and narration that involves the viewer in this science fiction [[stofy]]. I was fortunate enough to view this short in widescreen format at the 2002 Sundance Film Festival, and must suppose that when transferred to the small screen, it will lose some of its ability to draw the reader into the no less thoughtful story and stunning graphics.",0.0010776519775390625,0.01144254207611084,1.0,1.0,1.0,1753.0,"Failed"
"It's hard to believe that there are some people out there in the world that actually [[think]] this is a worthy Charles Bronson vehicle. <br /><br />Bronson is a good actor that can do more than tote a gun and knock off bad guys. He was quietly moving in the TV movie ""Yes Virginia, There is a Santa Claus"" and showed a lot of class and style in the Sean Penn-directed ""The Indian Runner"".<br /><br />In ""The Evil That Men Do"", however, Bronson again plays a character that sees injustice and sets it right with fists, knives and, of course, guns. There's nothing here you haven't seen in the last","It's hard to believe that there are some people out there in the world that actually [[thlnk]] this is a worthy Charles Bronson vehicle. <br /><br />Bronson is a good actor that can do more than tote a gun and knock off bad guys. He was quietly moving in the TV movie ""Yes Virginia, There is a Santa Claus"" and showed a lot of class and style in the Sean Penn-directed ""The Indian Runner"".<br /><br />In ""The Evil That Men Do"", however, Bronson again plays a character that sees injustice and sets it right with fists, knives and, of course, guns. There's nothing here you haven't seen in the last",0.06125020980834961,0.9948185682296753,0.0,1.0,0.0,1380.0,"Successful"
"Many films attempt the ambitious. Few succeed. This film is one of them.<br /><br />Though billed as a black comedy, that term seems too limiting to express the true nature of the story behind Max and Grace. Multi-hyphenate Michael Parness has managed to weave elements of absurdest comedy with incredibly real human emotion. Quite a remarkable feat, to be certain.<br /><br />While the comedic aspects are certainly present, the heart of the film lies in its leads: David Krumholtz and Natasha Lyonne. The delicate balance of the film - really crazy versus real love - falls to them and they [[achieve]] it, carrying it through from the opening scene to","Many films attempt the ambitious. Few succeed. This film is one of them.<br /><br />Though billed as a black comedy, that term seems too limiting to express the true nature of the story behind Max and Grace. Multi-hyphenate Michael Parness has managed to weave elements of absurdest comedy with incredibly real human emotion. Quite a remarkable feat, to be certain.<br /><br />While the comedic aspects are certainly present, the heart of the film lies in its leads: David Krumholtz and Natasha Lyonne. The delicate balance of the film - really crazy versus real love - falls to them and they [[achiege]] it, carrying it through from the opening scene to",0.0006538033485412598,0.0011195540428161621,1.0,1.0,1.0,1946.0,"Failed"
"Ingrid Bergman, playing dentist Walter Matthau's faithful receptionist who harbors a little crush on her boss, is absolutely [[wonderful]] in this film. She handles the witty repartee in the script with aplomb and steals a terrific scene where she and Goldie Hawn talk in a record booth (Ingrid's monologue is a front, but her face tells you she believes in it with all her heart). Matthau is an odd choice for the leading man (he's too old for Goldie Hawn and too unrefined for Bergman, not to mention too unfocused to be a dentist), but I liked the way he tries hard to please Goldie and stumbles around trying to","Ingrid Bergman, playing dentist Walter Matthau's faithful receptionist who harbors a little crush on her boss, is absolutely [[woderful]] in this film. She handles the witty repartee in the script with aplomb and steals a terrific scene where she and Goldie Hawn talk in a record booth (Ingrid's monologue is a front, but her face tells you she believes in it with all her heart). Matthau is an odd choice for the leading man (he's too old for Goldie Hawn and too unrefined for Bergman, not to mention too unfocused to be a dentist), but I liked the way he tries hard to please Goldie and stumbles around trying to",0.0004975795745849609,0.0032605528831481934,1.0,1.0,1.0,1793.0,"Failed"
"But to be a little more precise I do not think that it is as bad as it actually could be. Eventhough the actors (famous to semi-famous) didn't do a very great job. Directors fault? Could be the script as well hard for me to say? Anyway, if you are after a lot of cool guns and action this is not the movie for you but they do run around with a lot of ww2 vintage guns. Sort of fun :) Well I guess I could say more but it just doesn't feel as if it's [[worth]] it. If you are desperate enough or a Hackman freak see it otherwise","But to be a little more precise I do not think that it is as bad as it actually could be. Eventhough the actors (famous to semi-famous) didn't do a very great job. Directors fault? Could be the script as well hard for me to say? Anyway, if you are after a lot of cool guns and action this is not the movie for you but they do run around with a lot of ww2 vintage guns. Sort of fun :) Well I guess I could say more but it just doesn't feel as if it's [[worh]] it. If you are desperate enough or a Hackman freak see it otherwise",0.0019590258598327637,0.0069536566734313965,0.0,0.0,0.0,1016.0,"Failed"
